broj_karte|sifra_konkretnog_leta|kupac|prodavac|sediste|datum_prodaje|obrisana|status|putnici
36|0037|{'ime': 'dsektvouxw', 'prezime': 'dfqtzsbyju', 'korisnicko_ime': 'pdbrxhingk', 'lozinka': 'wmmgagrnxn', 'email': 'obmqfcvjmv@email.com', 'pasos': '510293984', 'drzavljanstvo': 'puyxjsvwyd', 'telefon': '923717', 'pol': 'aqhxshgzpm', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6949|03.02.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'guiospoxju', 'prezime': 'yurlcxbxkq', 'korisnicko_ime': 'qunecrjquu', 'lozinka': 'zgqsxifvjj', 'email': 'bqppqfueoa@email.com', 'pasos': '315575619', 'drzavljanstvo': 'lrddwaxjui', 'telefon': '814479', 'pol': 'rxeyejwohn', 'uloga': 'korisnik'}, {'ime': 'ycixtuykem', 'prezime': 'bnudmunmmn', 'korisnicko_ime': 'zaojgexatc', 'lozinka': 'gtzqupufls', 'email': 'anrqbnursj@email.com', 'pasos': '901405599', 'drzavljanstvo': 'baacdbcarc', 'telefon': '254014', 'pol': 'ydkdezkyhn', 'uloga': 'korisnik'}, {'ime': 'rihpouzzni', 'prezime': 'gqjzdzfdej', 'korisnicko_ime': 'grnafineat', 'lozinka': 'ejvhvuoybx', 'email': 'kukfwewhqm@email.com', 'pasos': '654953706', 'drzavljanstvo': 'moktkiutwo', 'telefon': '245131', 'pol': 'bmdhmngdul', 'uloga': 'korisnik'}]
37|0038|{'ime': 'evweeogort', 'prezime': 'voajfrhboq', 'korisnicko_ime': 'mrapffzxzb', 'lozinka': 'snqiquglkz', 'email': 'dslumsxdlh@email.com', 'pasos': '263999466', 'drzavljanstvo': 'ppmiznhyfm', 'telefon': '878181', 'pol': 'zxxsiioruc', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6992|12.05.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'xbtwnswynv', 'prezime': 'psxklzqpix', 'korisnicko_ime': 'wgomszegdz', 'lozinka': 'qptpyuqmor', 'email': 'hxlytjudfz@email.com', 'pasos': '972591751', 'drzavljanstvo': 'qumacrdzfx', 'telefon': '774354', 'pol': 'dzsezvrzax', 'uloga': 'korisnik'}, {'ime': 'qxhhsdrbpy', 'prezime': 'jxpecyoont', 'korisnicko_ime': 'cotkansmfs', 'lozinka': 'stsywgpyul', 'email': 'ajlmquvqbf@email.com', 'pasos': '457382321', 'drzavljanstvo': 'gesxjnqort', 'telefon': '449656', 'pol': 'mwvcaavswu', 'uloga': 'korisnik'}, {'ime': 'ysicbmclvc', 'prezime': 'cdrmylozyr', 'korisnicko_ime': 'bekhpzwdho', 'lozinka': 'bzuyorilik', 'email': 'inlqftybip@email.com', 'pasos': '938890901', 'drzavljanstvo': 'slykkzcwiw', 'telefon': '340044', 'pol': 'edizxngozb', 'uloga': 'korisnik'}]
38|0039|{'ime': 'jthluqhnwo', 'prezime': 'mcvmmdaugx', 'korisnicko_ime': 'hhoxqzkmbn', 'lozinka': 'nhfnwdhudr', 'email': 'wburmtieww@email.com', 'pasos': '842286188', 'drzavljanstvo': 'ycmghxxwlw', 'telefon': '281968', 'pol': 'cvrsfudxww', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|724|10.03.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'yxxtfplxyy', 'prezime': 'kdzlkvvegd', 'korisnicko_ime': 'mniwhtwhto', 'lozinka': 'tzthpqnlzi', 'email': 'iecoavqeaq@email.com', 'pasos': '947413922', 'drzavljanstvo': 'zpikuywxvj', 'telefon': '318256', 'pol': 'apyebnjrpr', 'uloga': 'korisnik'}, {'ime': 'gunvzcwbfj', 'prezime': 'jgithlwxqi', 'korisnicko_ime': 'oiacqqelrg', 'lozinka': 'hufnejasgb', 'email': 'lwxrmmseco@email.com', 'pasos': '810342867', 'drzavljanstvo': 'urnuifcvyi', 'telefon': '614782', 'pol': 'ktdgtivyng', 'uloga': 'korisnik'}, {'ime': 'jrmgizcniy', 'prezime': 'bffvnaslgr', 'korisnicko_ime': 'nhaxuvjdiv', 'lozinka': 'lhrqllkroq', 'email': 'xffjlwbjjb@email.com', 'pasos': '498006111', 'drzavljanstvo': 'fdzqoqvwfa', 'telefon': '286465', 'pol': 'vttxarybqf', 'uloga': 'korisnik'}]
39|0040|{'ime': 'swpmdiyhwi', 'prezime': 'ypqzdgcvcr', 'korisnicko_ime': 'rsflqbqmek', 'lozinka': 'cmjxxsdnsk', 'email': 'whjcxzbonj@email.com', 'pasos': '882652558', 'drzavljanstvo': 'kcbuurwkrp', 'telefon': '555644', 'pol': 'ycywrngory', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6857|13.08.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'wvvdcoszbb', 'prezime': 'dhcgirmtud', 'korisnicko_ime': 'ermvusarwd', 'lozinka': 'wpnrhtcfqq', 'email': 'oukedbnlfy@email.com', 'pasos': '808832887', 'drzavljanstvo': 'rzrhxvzwdb', 'telefon': '395519', 'pol': 'oolwcrufxl', 'uloga': 'korisnik'}, {'ime': 'dyzlkhxmmr', 'prezime': 'oayegkxbbt', 'korisnicko_ime': 'vxqjmripcg', 'lozinka': 'svpvuhedaf', 'email': 'qavazerzkq@email.com', 'pasos': '326479318', 'drzavljanstvo': 'gltozyqqec', 'telefon': '445763', 'pol': 'vijtfsnhwp', 'uloga': 'korisnik'}, {'ime': 'xqhaipbgwo', 'prezime': 'rikqciqaik', 'korisnicko_ime': 'lbytblwyzp', 'lozinka': 'drdbgyzhvy', 'email': 'gkihtqkgru@email.com', 'pasos': '287698374', 'drzavljanstvo': 'tblzppykjd', 'telefon': '741006', 'pol': 'ylmmxqcufo', 'uloga': 'korisnik'}]
40|0041|{'ime': 'wfjnovijbq', 'prezime': 'eioggdxjoh', 'korisnicko_ime': 'usdrzrfdef', 'lozinka': 'wopcyludfl', 'email': 'mgnoohumfk@email.com', 'pasos': '989911961', 'drzavljanstvo': 'meiacnmswd', 'telefon': '433229', 'pol': 'tjidowtjgo', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6663|16.11.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'rdieyblcta', 'prezime': 'obvsqerodk', 'korisnicko_ime': 'rwktltifoi', 'lozinka': 'filsiuized', 'email': 'yftbjtbyah@email.com', 'pasos': '935683325', 'drzavljanstvo': 'swlfvtqkvi', 'telefon': '877274', 'pol': 'ajehakegrp', 'uloga': 'korisnik'}, {'ime': 'vbvluapara', 'prezime': 'lfgykmjmpw', 'korisnicko_ime': 'ofgrlsxitz', 'lozinka': 'uzzglwgams', 'email': 'sopzufppge@email.com', 'pasos': '457327292', 'drzavljanstvo': 'lbjrbazagg', 'telefon': '130591', 'pol': 'sqtamwageh', 'uloga': 'korisnik'}, {'ime': 'bonxpmrgxa', 'prezime': 'gnfnsvrlpm', 'korisnicko_ime': 'yfsbjqiito', 'lozinka': 'svreuozzqg', 'email': 'wjekfdhxfe@email.com', 'pasos': '958793128', 'drzavljanstvo': 'jgynwbksix', 'telefon': '485881', 'pol': 'oeqpxjxkar', 'uloga': 'korisnik'}]
41|0042|{'ime': 'pcyeqjjvci', 'prezime': 'eeztbivmse', 'korisnicko_ime': 'uqzcyeveow', 'lozinka': 'tohfaqtokz', 'email': 'gcfwzwnhrm@email.com', 'pasos': '192195850', 'drzavljanstvo': 'zuldlapjsk', 'telefon': '562018', 'pol': 'ueytyevjgo', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7085|03.05.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'fyfumihvyh', 'prezime': 'demdwtxzsj', 'korisnicko_ime': 'rhzqrfkqar', 'lozinka': 'tevnnhptlk', 'email': 'cacggdssho@email.com', 'pasos': '275533033', 'drzavljanstvo': 'fnobtvedoa', 'telefon': '942058', 'pol': 'xsaftmrghr', 'uloga': 'korisnik'}, {'ime': 'vtcucgtvuo', 'prezime': 'qmhmoktqqk', 'korisnicko_ime': 'tqvbhkjkvl', 'lozinka': 'lmmtaqcbbj', 'email': 'rpqoopecnj@email.com', 'pasos': '906394079', 'drzavljanstvo': 'iiicmblptj', 'telefon': '880271', 'pol': 'kfjugpycqc', 'uloga': 'korisnik'}, {'ime': 'vrpiepnhfo', 'prezime': 'modnradljo', 'korisnicko_ime': 'ypyodgkddl', 'lozinka': 'cnxlycopaf', 'email': 'toalyiirdn@email.com', 'pasos': '742002546', 'drzavljanstvo': 'lvniarkxea', 'telefon': '782964', 'pol': 'mapriyftbk', 'uloga': 'korisnik'}]
42|0043|{'ime': 'vtnlmxfbtd', 'prezime': 'uazpsuoxbg', 'korisnicko_ime': 'otctkjngrm', 'lozinka': 'fiewasgmim', 'email': 'juvwuiyzjs@email.com', 'pasos': '621253726', 'drzavljanstvo': 'jnkhtvafnu', 'telefon': '350824', 'pol': 'iurhbpgomp', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6517|11.12.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'omenshqexl', 'prezime': 'bprwcmdpqr', 'korisnicko_ime': 'mtcrlrdmup', 'lozinka': 'tfisadzwvv', 'email': 'lxagibpwku@email.com', 'pasos': '188179668', 'drzavljanstvo': 'diqmdeqolq', 'telefon': '265324', 'pol': 'lkmnnjqfzg', 'uloga': 'korisnik'}, {'ime': 'menmotmoec', 'prezime': 'vktvpswhqs', 'korisnicko_ime': 'qpdnexpksg', 'lozinka': 'mxwarlvqtr', 'email': 'vdrjohutkc@email.com', 'pasos': '623973131', 'drzavljanstvo': 'nqgaaljomj', 'telefon': '310623', 'pol': 'rfigxxunry', 'uloga': 'korisnik'}, {'ime': 'kokwloujbo', 'prezime': 'capdgsptrb', 'korisnicko_ime': 'edxpztjdlo', 'lozinka': 'oikiosesne', 'email': 'kyavdslyqw@email.com', 'pasos': '941485426', 'drzavljanstvo': 'npbvolqbsc', 'telefon': '499899', 'pol': 'vboovytpor', 'uloga': 'korisnik'}]
43|0044|{'ime': 'agtmfwteay', 'prezime': 'agrdrbruoe', 'korisnicko_ime': 'nbbxwejhyv', 'lozinka': 'jlmsvfpqgn', 'email': 'epbzsntzym@email.com', 'pasos': '704112000', 'drzavljanstvo': 'jmdmeeinnh', 'telefon': '278461', 'pol': 'rdbelwdwup', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|696|01.07.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'yfoxyttssg', 'prezime': 'hhnsxvkpjq', 'korisnicko_ime': 'nbmbnzylib', 'lozinka': 'jhjeylklpq', 'email': 'bxeehmiokh@email.com', 'pasos': '573501872', 'drzavljanstvo': 'iqusrqtzxg', 'telefon': '700804', 'pol': 'glnckogkma', 'uloga': 'korisnik'}, {'ime': 'oerzzirbbq', 'prezime': 'kswzeetppq', 'korisnicko_ime': 'fqklowijkr', 'lozinka': 'rrrmyfpxfu', 'email': 'ubenyrskqz@email.com', 'pasos': '437719140', 'drzavljanstvo': 'yknlsjugxb', 'telefon': '260104', 'pol': 'qgihhbfohy', 'uloga': 'korisnik'}, {'ime': 'lzmktwbzoq', 'prezime': 'xvezwgbtgg', 'korisnicko_ime': 'xysfxmxhga', 'lozinka': 'hjcfkxjhgc', 'email': 'iofgfignwc@email.com', 'pasos': '796073067', 'drzavljanstvo': 'tsxicsxhqz', 'telefon': '174463', 'pol': 'llqlpjxeez', 'uloga': 'korisnik'}]
44|0045|{'ime': 'gcgywjrpfb', 'prezime': 'oqxcviyzef', 'korisnicko_ime': 'mygmszrahy', 'lozinka': 'cswstctnoe', 'email': 'fcwakvdcxq@email.com', 'pasos': '453735351', 'drzavljanstvo': 'adxslygucp', 'telefon': '227456', 'pol': 'yocavuryzv', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7057|15.04.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'vlukzpgdwt', 'prezime': 'zbelvochvj', 'korisnicko_ime': 'xsffliiagk', 'lozinka': 'snfmudhrmd', 'email': 'yqmcpqvmjt@email.com', 'pasos': '204229212', 'drzavljanstvo': 'znbzkakdwk', 'telefon': '309711', 'pol': 'wymujocizf', 'uloga': 'korisnik'}, {'ime': 'tuyvmrlzrw', 'prezime': 'fyqfupvvou', 'korisnicko_ime': 'uhmlezkwnx', 'lozinka': 'dlavrlldcb', 'email': 'xrrlaiafzy@email.com', 'pasos': '964825595', 'drzavljanstvo': 'wratqbttkc', 'telefon': '748442', 'pol': 'tgyhjnahuu', 'uloga': 'korisnik'}, {'ime': 'fcpnwkjpkz', 'prezime': 'knktzvvyof', 'korisnicko_ime': 'kjslnonirg', 'lozinka': 'tdwohohjpm', 'email': 'glhgvoakdp@email.com', 'pasos': '356818047', 'drzavljanstvo': 'cukohhmbhu', 'telefon': '408086', 'pol': 'sxwipqwcoz', 'uloga': 'korisnik'}]
45|0046|{'ime': 'bdcxrhpbmu', 'prezime': 'uuscszbtgx', 'korisnicko_ime': 'vwpjxxourp', 'lozinka': 'abacuxwqjb', 'email': 'lltpxcxzvi@email.com', 'pasos': '282711811', 'drzavljanstvo': 'tbasrxfvvb', 'telefon': '607369', 'pol': 'khijjumzqc', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6581|02.08.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'pngxtqlfsd', 'prezime': 'mdsxsxbytl', 'korisnicko_ime': 'tfzinhfedt', 'lozinka': 'vllktjfxzz', 'email': 'azuhnsmfrn@email.com', 'pasos': '890587988', 'drzavljanstvo': 'cbquijyqah', 'telefon': '738925', 'pol': 'soornuqhsf', 'uloga': 'korisnik'}, {'ime': 'msskdptwas', 'prezime': 'rglrkgjayp', 'korisnicko_ime': 'wbcdmdckix', 'lozinka': 'xgbagzpbxk', 'email': 'cpeefeyuxn@email.com', 'pasos': '921354318', 'drzavljanstvo': 'twuemduyzu', 'telefon': '323253', 'pol': 'qkxjkrvqxp', 'uloga': 'korisnik'}, {'ime': 'btwgsitloc', 'prezime': 'tkwweaeisk', 'korisnicko_ime': 'sioqsdgukx', 'lozinka': 'toxmiviufk', 'email': 'hlioghdkon@email.com', 'pasos': '702139604', 'drzavljanstvo': 'qdgwocpsnc', 'telefon': '776569', 'pol': 'upijhvlthd', 'uloga': 'korisnik'}]
46|0047|{'ime': 'myzxrhqmnz', 'prezime': 'girfhaxgtv', 'korisnicko_ime': 'vrtucplywf', 'lozinka': 'gyjcvcgivz', 'email': 'tmprvwzkdk@email.com', 'pasos': '949470972', 'drzavljanstvo': 'tcqsaqvsqr', 'telefon': '312144', 'pol': 'vunwxikchg', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|695|31.12.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'zecfyxdujw', 'prezime': 'yhifeuqlbt', 'korisnicko_ime': 'afkxaiyphr', 'lozinka': 'xpfomillvr', 'email': 'ntwzovqdnr@email.com', 'pasos': '546755715', 'drzavljanstvo': 'rqdfkiyowj', 'telefon': '964652', 'pol': 'fqkfrbeqdg', 'uloga': 'korisnik'}, {'ime': 'khmztniqvc', 'prezime': 'poultrgxth', 'korisnicko_ime': 'qdfpkwnann', 'lozinka': 'domblhxxgh', 'email': 'maiqcgknhu@email.com', 'pasos': '317619265', 'drzavljanstvo': 'lbsqnwsrrc', 'telefon': '213271', 'pol': 'hnaqryfnem', 'uloga': 'korisnik'}, {'ime': 'dhgbfmvewr', 'prezime': 'vvzfuavcmc', 'korisnicko_ime': 'sthrfpgqmy', 'lozinka': 'tgjpayeaun', 'email': 'fgeqjxepfw@email.com', 'pasos': '221727279', 'drzavljanstvo': 'luexonzqvx', 'telefon': '354750', 'pol': 'ugluownppa', 'uloga': 'korisnik'}]
47|0048|{'ime': 'koeerslnim', 'prezime': 'aprfuoigzv', 'korisnicko_ime': 'tpfcaauibl', 'lozinka': 'qyacyxyfwo', 'email': 'zprgclmjos@email.com', 'pasos': '955281163', 'drzavljanstvo': 'cdsdubqubi', 'telefon': '103213', 'pol': 'xffqilpnrh', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|6657|03.06.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'aznmtjpfdk', 'prezime': 'denxehpmpm', 'korisnicko_ime': 'tlnscouhdz', 'lozinka': 'roayusetzk', 'email': 'ussglppvcr@email.com', 'pasos': '706211298', 'drzavljanstvo': 'hovmedmmrb', 'telefon': '348083', 'pol': 'jnpgkvnlpa', 'uloga': 'korisnik'}, {'ime': 'txlaczxjas', 'prezime': 'jrnhzieosn', 'korisnicko_ime': 'ucwpakgtsw', 'lozinka': 'ckcbsliwjg', 'email': 'ejxgoaefuz@email.com', 'pasos': '899656657', 'drzavljanstvo': 'gktijsqueb', 'telefon': '208287', 'pol': 'cygevtjebl', 'uloga': 'korisnik'}, {'ime': 'lkorpkoucj', 'prezime': 'ejirxbtmur', 'korisnicko_ime': 'eonkiqmiby', 'lozinka': 'gjzfyvjmdp', 'email': 'namjtfquuj@email.com', 'pasos': '851332612', 'drzavljanstvo': 'piorautnji', 'telefon': '544893', 'pol': 'fbkjjbfxht', 'uloga': 'korisnik'}]
48|0049|{'ime': 'hnaxjcpipg', 'prezime': 'zicajildom', 'korisnicko_ime': 'krlhtfxkhl', 'lozinka': 'iwerattdau', 'email': 'vddrvoitwp@email.com', 'pasos': '503304370', 'drzavljanstvo': 'scxyymiiai', 'telefon': '668863', 'pol': 'ellporkmcz', 'uloga': 'korisnik'}|{'ime': 'zznaqjajkk', 'prezime': 'bhiyocuxee', 'korisnicko_ime': 'xhsefgbbbc', 'lozinka': 'eqomtmproo', 'email': 'qqaqbdhjdq@email.com', 'pasos': '480558525', 'drzavljanstvo': 'botoeztehm', 'telefon': '709872', 'pol': 'jbjcwnrruv', 'uloga': 'prodavac'}|7139|27.10.2022.|False||[{'ime': 'mwfzjjquft', 'prezime': 'hwukaihqvk', 'korisnicko_ime': 'jbuijirvqz', 'lozinka': 'vacnywanyn', 'email': 'rtyedegylm@email.com', 'pasos': '776017561', 'drzavljanstvo': 'tavdumnuwy', 'telefon': '681837', 'pol': 'hsqpjceulf', 'uloga': 'korisnik'}, {'ime': 'dtuewzvpyp', 'prezime': 'jupnafkmsq', 'korisnicko_ime': 'hspchfsuwo', 'lozinka': 'nrjtbbxaqf', 'email': 'djxzgdbtfp@email.com', 'pasos': '427489962', 'drzavljanstvo': 'ymnwfvwffl', 'telefon': '399563', 'pol': 'zjpceijjmv', 'uloga': 'korisnik'}, {'ime': 'tbejkekzxy', 'prezime': 'wpdosnsszn', 'korisnicko_ime': 'wcpaaiagxb', 'lozinka': 'rsvuwyaydn', 'email': 'klzcmtwakg@email.com', 'pasos': '439828900', 'drzavljanstvo': 'pgknirtvtz', 'telefon': '313444', 'pol': 'bdlfyttqkj', 'uloga': 'korisnik'}, {'ime': 'vrnypuoixz', 'prezime': 'prlhkxedvb', 'korisnicko_ime': 'czwxxolbzc', 'lozinka': 'qenvnxyhkx', 'email': 'tvqdtkfgtw@email.com', 'pasos': '785496269', 'drzavljanstvo': 'fvctpxxsrb', 'telefon': '818376', 'pol': 'gsgelzlyjn', 'uloga': 'korisnik'}]
